day,area,vi,t_p,a_t,a_h,a_w
20190923,중문동,90755,0,20.95416683,81.91666667,1.391666667
20190924,중문동,109418,0,21.58749992,60.875,1.7
20190925,중문동,135833,0,23.14166667,91.75,2.345833333
20190926,중문동,125510,2,24.57499979,98.875,1.575
20190927,중문동,126762,2,24.80416646,98.875,1.179166667
20190928,중문동,126479,1,25.18749992,98.75,0.916666667
20190929,중문동,118081,3,23.87916642,98.79166667,0.804166667
20190930,중문동,109382,6,24.22083338,99,1.908333333
20191001,중문동,88133,14,23.59583338,99,5.2375
20191002,중문동,82424,6,24.11666654,89.79166667,3.904166667
20191003,중문동,92646,0,23.11250008,89.79166667,1.183333333
20191004,중문동,116793,0,22.70000025,92,1.079166667
20191005,중문동,134604,0,21.80416667,90.70833333,2.3375
20191006,중문동,122591,1,21.55416658,92.66666667,1.845833333
20191007,중문동,108987,0,21.33333354,75.16666667,1.495833333
20191008,중문동,117459,0,19.2625,49.83333333,1.5875
20191009,중문동,126055,0,18.3833335,52.08333333,1.4
20191010,중문동,141482,0,20.74999967,66.58333333,1.541666667
20191011,중문동,145681,0,22.07500013,60.33333333,2.775
20191012,중문동,129497,0,20.24583338,66.58333333,2.920833333
20191013,중문동,122576,0,19.75833346,76.125,2.020833333
20191014,중문동,105755,0,19.06250017,77.875,1.95
20191015,중문동,121642,0,18.62083333,70.20833333,2.570833333
20191016,중문동,141154,0,18.21249992,68.33333333,2.004166667
20191017,중문동,140674,1,19.5833335,93.79166667,2.679166667
20191018,중문동,144945,0,20.17083338,90.45833333,1.5375
20191019,중문동,148564,0,19.9,73.54166667,1.791666667
20191020,중문동,139242,0,19.85416671,68.75,2.4
20191021,중문동,121199,0,20.02500008,73.625,1.995833333
20191022,중문동,129531,0,20.48750008,89.04166667,3.295833333
20191023,중문동,149971,1,20.37916642,85.25,2.533333333
20191024,중문동,145416,0,19.92083321,79.16666667,1.254166667
20191025,중문동,143845,0,18.74166654,79.20833333,1.2375
20191026,중문동,142096,0,16.89583333,78.54166667,1.454166667
20191027,중문동,136803,0,16.72500008,80.95833333,1.2375
20191028,중문동,122355,0,18.10000017,64.29166667,1.379166667
20191029,중문동,125805,0,16.21666663,68.45833333,1.395833333
20191030,중문동,141050,0,16.98749996,75.54166667,1.3
20191031,중문동,151901,0,17.87083321,70.79166667,1.5
20191101,중문동,125794,0,19.18333333,70.625,1.595833333
20191102,중문동,131855,0,18.67083329,83.16666667,1.025
20191103,중문동,133634,3,17.70833367,83.79166667,1.795833333
20191104,중문동,110617,0,17.51250008,79,1.795833333
20191105,중문동,113024,0,16.97500004,72.5,1.520833333
20191106,중문동,116174,0,16.7375,59.83333333,1.370833333
20191107,중문동,125057,0,15.56666667,72.16666667,1.516666667
20191108,중문동,142760,0,15.20416671,76.625,1.379166667
20191109,중문동,145674,0,15.27916667,70.83333333,1.920833333
20191110,중문동,128295,0,17.12500008,64.70833333,2.829166667
20191111,중문동,110114,0,15.375,71.45833333,1.529166667
20191112,중문동,118627,0,15.69999996,80.25,1.345833333
20191113,중문동,117073,1,14.13333329,58.75,2.4375
20191114,중문동,121131,0,11.55416663,53.70833333,1.425
20191115,중문동,129715,0,15.78333338,76.125,1.041666667
20191116,중문동,130262,0,19.79583346,85.5,2.15
20191117,중문동,123854,3,18.22916663,82.95833333,2.804166667
20191118,중문동,108995,0,11.05416667,60.375,1.9875
20191119,중문동,116465,0,10.675,60,1.741666667
20191120,중문동,117785,0,12.02499992,60.33333333,2.458333333
20191121,중문동,117620,0,17.07499983,81.125,2.391666667
20191122,중문동,117905,0,17.71666671,86.875,2.558333333
20191123,중문동,135372,3,19.3333335,98.5,1.316666667
20191124,중문동,122462,0,15.70416671,91.79166667,1.375
20191125,중문동,116732,0,13.6625,81.66666667,2.4
20191126,중문동,112755,1,14.02083333,89.54166667,1.954166667
20191127,중문동,110151,1,12.92500004,84.25,1.3625
20191128,중문동,111611,0,11.47083333,73.5,1.616666667
20191129,중문동,127596,0,12.27083333,64.04166667,1.291666667
20191130,중문동,165472,10,14.30416667,91.25,1.2125
20191201,중문동,131164,0,12.25416667,76.91666667,1.395833333
20191202,중문동,94116,0,8.058333333,62.375,1.720833333
20191203,중문동,95021,0,10.32916667,56.58333333,1.283333333
20191204,중문동,101517,0,9.375,60.45833333,1.504166667
20191205,중문동,99589,0,7.254166667,57.125,1.6375
20191206,중문동,107307,0,7.3375,66,1.720833333
20191207,중문동,119756,0,8.491666667,70.45833333,1.4375
20191208,중문동,118610,0,10.4625,70.04166667,1.316666667
20191209,중문동,103500,0,13.07083333,73.08333333,1.2125
20191210,중문동,102947,0,14.15833338,71.45833333,1.608333333
20191211,중문동,96344,0,9.804166667,60.33333333,1.554166667
20191212,중문동,109872,0,10.6375,76.79166667,1.016666667
20191213,중문동,119207,0,12.475,66.04166667,1.633333333
20191214,중문동,136525,0,12.30000004,67.29166667,1.491666667
20191215,중문동,119801,0,14.4,76.66666667,1.770833333
20191216,중문동,109388,7,16.49166675,94.16666667,1.704166667
20191217,중문동,106099,0,12.96666667,84.58333333,1.2125
20191218,중문동,113614,0,11.14166667,76.75,1.2375
20191219,중문동,123598,0,9.158333333,69.95833333,1.108333333
20191220,중문동,130407,0,8.8875,64.08333333,1.395833333
20191221,중문동,151443,2,10.075,80.5,2.608333333
20191222,중문동,134748,0,10.24583333,72.91666667,1.220833333
20191223,중문동,119981,0,10.61666667,81.95833333,1.020833333
20191224,중문동,124212,0,11.6375,79.95833333,1.754166667
20191225,중문동,129258,7,12.8375,94.45833333,2.1375
20191226,중문동,130061,1,6.845833333,60.45833333,1.958333333
20191227,중문동,141051,0,7.033333333,68.125,0.958333333
20191228,중문동,161358,7,10.27916671,85.83333333,1.841666667
20191229,중문동,144485,2,14.11666675,94.95833333,1.775
20191230,중문동,150720,0,7.166666667,71.33333333,1.608333333
20191231,중문동,154476,0,6.208333333,73.95833333,1.229166667
20190101,중앙동,95805,0,5.175,59.29166667,0.770833333
20190102,중앙동,106848,0,6.170833333,73.91666667,1.4875
20190103,중앙동,105636,4,8.845833333,78.29166667,0.9375
20190104,중앙동,110858,7,10.05833333,87.33333333,1.004166667
20190105,중앙동,104460,0,9.470833333,69.45833333,1.2625
20190106,중앙동,90379,0,9.545833333,71.41666667,1.470833333
20190107,중앙동,112193,1,10.18333333,66.54166667,1.166666667
20190108,중앙동,115288,0,5.254166667,56.95833333,1.75
20190109,중앙동,114184,2,8.225,65.20833333,1.091666667
20190110,중앙동,111406,0,9.1,72.70833333,1.066666667
20190111,중앙동,114569,10,10.41666667,79.625,1.408333333
20190112,중앙동,107464,0,8.795833333,63.625,1.158333333
20190113,중앙동,95469,0,8.35,67.79166667,1.525
20190114,중앙동,115829,0,9.15,56.875,1.275
20190115,중앙동,121648,0,5.066666667,61.625,1.095833333
20190116,중앙동,123454,0,5.195833333,63.25,1.5875
20190117,중앙동,117323,0,6.254166667,67.625,1.375
20190118,중앙동,119961,3,9.070833333,77.70833333,1.425
20190119,중앙동,107130,3,10.6,70.70833333,2.229166667
20190120,중앙동,101381,0,6.0875,57.25,2.079166667
20190121,중앙동,116252,0,7.004166667,62.04166667,1.395833333
20190122,중앙동,113837,0,8.2375,55.125,1.275
20190123,중앙동,117614,0,8.870833333,59.29166667,1.770833333
20190124,중앙동,115814,0,8.591666667,64.66666667,1.616666667
20190125,중앙동,128879,0,4.6125,43.54166667,2.104166667
20190126,중앙동,111771,0,6.45,41.08333333,1.629166667
20190127,중앙동,98411,0,8.041666667,61.04166667,2.275
20190128,중앙동,120586,0,6.658333333,64.45833333,1.383333333
20190129,중앙동,120968,1,9.383333333,68.83333333,1.083333333
20190130,중앙동,124781,17,7.304166667,89.33333333,0.9625
20190131,중앙동,122984,0,5.220833333,62.625,1.983333333
20190201,중앙동,109454,0,7.095833333,64.20833333,1.504166667
20190202,중앙동,104515,9,14.16666667,91.375,3.358333333
20190203,중앙동,105349,1,10.00833333,60.83333333,1.941666667
20190204,중앙동,101491,0,8.579166667,56.54166667,1.420833333
20190205,중앙동,91178,0,12.59583333,68.125,1.420833333
20190206,중앙동,95198,2,12.075,84.75,1.116666667
20190207,중앙동,113306,0,8.2375,67.5,1.5625
20190208,중앙동,111084,2,6.4375,70.58333333,1.570833333
20190209,중앙동,102770,0,5.491666667,64.875,0.916666667
20190210,중앙동,89657,1,5.3375,67.375,1.3375
20190211,중앙동,108267,0,6.354166667,47.41666667,1.4625
20190212,중앙동,106919,0,8.379166667,52.20833333,1.4375
20190213,중앙동,111999,0,7.95,53.95833333,1.045833333
20190214,중앙동,111093,7,8.0375,72.20833333,1.279166667
20190215,중앙동,112410,1,7.370833333,69,1.358333333
20190216,중앙동,101043,0,7.1125,72.54166667,1.779166667
20190217,중앙동,92048,5,7.995833333,75.33333333,1.2625
20190218,중앙동,109665,12,12.87916658,86.16666667,2.558333333
20190219,중앙동,109071,0,9.641666667,69.625,1.491666667
20190220,중앙동,111244,1,10.30833333,70.16666667,1.391666667
20190221,중앙동,111047,5,9.825,65,1.329166667
20190222,중앙동,110978,1,9.920833333,74.70833333,1.616666667
20190223,중앙동,109410,0,11.50416667,59.5,2.316666667
20190224,중앙동,85141,0,10.61666667,63.04166667,1.654166667
20190225,중앙동,108615,0,11.82916667,47.625,1.679166667
20190226,중앙동,107200,2,11.425,65.08333333,1.920833333
20190227,중앙동,111514,5,11.69583333,84.08333333,1.775
20190228,중앙동,114420,0,11.24583333,63.83333333,1.704166667
20190301,중앙동,92796,5,11.4125,62.79166667,1.4
20190302,중앙동,97929,6,11.55416667,80.66666667,2.554166667
20190303,중앙동,87780,8,11.5,76.25,1.666666667
20190304,중앙동,114441,0,11.39166667,52.91666667,1.329166667
20190305,중앙동,106699,12,11.55416667,73.75,2.2125
20190306,중앙동,115911,0,10.41666667,47.91666667,1.725
20190307,중앙동,112356,0,9.520833333,50.375,1.579166667
20190308,중앙동,107341,5,11.00833333,74.125,1.508333333
20190309,중앙동,96821,16,12.5,95.08333333,3.029166667
20190310,중앙동,86765,1,11.15,71.66666667,1.920833333
20190311,중앙동,111357,1,10.55416667,68.70833333,2.704166667
20190312,중앙동,109083,0,8.75,41.75,2.304166667
20190313,중앙동,104602,0,8.358333333,48.41666667,1.475
20190314,중앙동,106828,0,10.2375,68.91666667,2.204166667
20190315,중앙동,115564,0,8.679166667,54,2.35
20190316,중앙동,97138,0,12.68333333,59.875,2.104166667
20190317,중앙동,87717,3,11.81666667,64.20833333,1.191666667
20190318,중앙동,111863,4,12.37916667,74.16666667,1.220833333
20190319,중앙동,106484,6,13.86666671,75.58333333,1.575
20190320,중앙동,109286,5,16.30416638,90.66666667,2.5375
20190321,중앙동,107382,0,12.95833333,62.29166667,1.570833333
20190322,중앙동,110971,1,10.425,41.41666667,2.145833333
20190323,중앙동,105294,0,7.9875,56.58333333,1.7375
20190324,중앙동,87000,0,8.9125,54.79166667,1.095833333
20190325,중앙동,111023,0,13.47916663,56.125,2.079166667
20190326,중앙동,103744,0,14.85416671,64.16666667,2.308333333
20190327,중앙동,109701,0,15.86666671,80.20833333,1.2625
20190328,중앙동,111622,0,16.02499996,72.125,1.520833333
20190329,중앙동,110712,0,15.82500004,50.70833333,1.654166667
20190330,중앙동,103209,0,8.229166667,40.41666667,2.254166667
20190331,중앙동,88083,0,8.6625,41.66666667,2.008333333
20190401,중앙동,100498,0,12.00833338,51.5,1.604166667
20190402,중앙동,100064,0,12.1375,40.95833333,1.5
20190403,중앙동,97362,0,10.87916667,45.70833333,1.791666667
20190404,중앙동,99217,0,14.23333317,59.04166667,2.0375
20190405,중앙동,102565,0,13.63333338,82.5,1.420833333
20190406,중앙동,96033,1,14.73333338,93.33333333,2.0125
20190407,중앙동,82284,0,15.53750004,90.54166667,1.270833333
20190408,중앙동,99912,3,14.64583333,81.91666667,2.745833333
20190409,중앙동,99781,8,13.76250004,93.08333333,1.891666667
20190410,중앙동,103849,0,12.2125,79.875,1.625
20190411,중앙동,99827,0,13.55833338,66.91666667,1.9125
20190412,중앙동,103996,0,13.63333329,55.58333333,1.35
20190413,중앙동,95339,0,15.65833329,63.91666667,1.633333333
20190414,중앙동,83688,0,14.94583342,47.66666667,2.133333333
20190415,중앙동,97141,0,15.77916671,54.79166667,1.341666667
20190416,중앙동,97683,0,16,80.95833333,1.283333333
20190417,중앙동,101485,0,15.42083321,85.20833333,1.6375
20190418,중앙동,97890,0,16.07500013,89.66666667,1.108333333
20190419,중앙동,103287,0,16.50833329,89.45833333,1.795833333
20190420,중앙동,105692,0,17.07083338,82.79166667,1.125
20190421,중앙동,87985,0,16.90000004,68.75,0.9125
20190422,중앙동,99085,12,17.76666696,92.375,2.566666667
20190423,중앙동,102034,4,18.06250013,97.29166667,2.195833333
20190424,중앙동,100311,0,17.29583333,97.875,1.116666667
20190425,중앙동,101587,0,15.50416663,84.41666667,1.279166667
20190426,중앙동,106241,0,13.35416663,70.79166667,1.904166667
20190427,중앙동,97300,0,14.70000004,65.54166667,1.895833333
20190428,중앙동,89993,8,16.52916671,96,2.1375
20190429,중앙동,102129,2,16.66666667,97.75,1.520833333
20190430,중앙동,103505,0,17.53750004,86.5,1.125
20190501,중앙동,99044,0,19.01250004,45.20833333,1.5625
20190502,중앙동,101970,0,20.82916671,40.375,1.1125
20190503,중앙동,105951,0,19.40000013,51.29166667,1.045833333
20190504,중앙동,98020,0,19.57499996,46.95833333,1.216666667
20190505,중앙동,90465,0,18.90833325,56.54166667,1.404166667
20190506,중앙동,87882,0,16.28333325,52.58333333,1.8125
20190507,중앙동,101896,0,16.01666663,52.08333333,1.233333333
20190508,중앙동,103690,0,17.76666658,50.75,1.066666667
20190509,중앙동,93216,0,18.73333333,43.20833333,1.179166667
20190510,중앙동,98484,0,19.10833329,52.375,1.325
20190511,중앙동,91819,0,19.61250021,50.95833333,1.279166667
20190512,중앙동,82562,0,19.45000013,90.83333333,1.391666667
20190513,중앙동,96999,3,20.68333346,91.5,1.3125
20190514,중앙동,106456,0,22.2958335,64.33333333,1.358333333
20190515,중앙동,103473,0,21.92083354,71.41666667,1.566666667
20190516,중앙동,98443,2,21.62500008,82.58333333,2.35
20190517,중앙동,102519,21,19.34166667,99,2.795833333
20190518,중앙동,88195,8,20.0708335,99,2.5625
20190519,중앙동,78697,0,18.64999996,85.54166667,1.829166667
20190520,중앙동,99750,0,18.84999983,42.45833333,1.7125
20190521,중앙동,99577,0,20.12499983,43.58333333,2.0625
20190522,중앙동,97623,0,20.85000021,66.66666667,2.404166667
20190523,중앙동,98590,0,23.22916663,59.375,2.129166667
20190524,중앙동,97183,0,22.14999983,67.625,1.8
20190525,중앙동,89996,0,21.72916638,78.70833333,0.704166667
20190526,중앙동,80010,16,20.44583346,98.91666667,3.016666667
20190527,중앙동,87972,0,20.24166688,80.75,1.275
20190528,중앙동,94535,0,22.08333342,50.875,0.95
20190529,중앙동,95690,0,22.25416663,53.25,1.079166667
20190530,중앙동,99135,4,19.24166667,76.04166667,1.770833333
20190531,중앙동,105977,0,19.00833329,84,1.220833333
20190601,중앙동,90330,0,20.62916646,72.20833333,0.920833333
20190602,중앙동,80276,0,20.59583333,69.41666667,1.041666667
20190603,중앙동,95740,0,22.92083346,85.79166667,1.541666667
20190604,중앙동,92429,0,22.75833333,93.79166667,1.270833333
20190605,중앙동,92942,4,22.32083333,95.58333333,1.129166667
20190606,중앙동,80467,2,21.70000004,94.29166667,3.366666667
20190607,중앙동,103159,1,19.79999971,98.04166667,1.6125
20190608,중앙동,101745,0,20.36249983,91.29166667,1.6625
20190609,중앙동,77289,0,19.82916679,89.16666667,1.970833333
20190610,중앙동,93818,0,20.11250029,84.5,1.6625
20190611,중앙동,93534,0,19.39999992,94.54166667,1.1375
20190612,중앙동,91587,0,20.05416671,83.91666667,1.404166667
20190613,중앙동,92368,7,20.93333329,95.95833333,2.566666667
20190614,중앙동,96876,4,21.8375,78.29166667,1.883333333
20190615,중앙동,91555,0,22.11666683,65.41666667,1.25
20190616,중앙동,76643,0,20.94166654,88.58333333,1.195833333
20190617,중앙동,91994,9,21.34166658,92.58333333,0.9125
20190618,중앙동,97388,0,18.71250008,89.33333333,1.366666667
20190619,중앙동,96232,0,22.40000017,87.95833333,1.083333333
20190620,중앙동,95233,0,23.00416642,86.91666667,1.125
20190621,중앙동,97511,0,22.71666654,95.125,1.170833333
20190622,중앙동,89986,0,22.14166654,83.16666667,2.191666667
20190623,중앙동,81565,0,21.48333329,86.41666667,1.125
20190624,중앙동,96595,0,23.43333346,72.66666667,1.979166667
20190625,중앙동,99779,19,22.37083321,92.66666667,2.4375
20190626,중앙동,102004,5,23.81250017,98.91666667,2.104166667
20190627,중앙동,101063,0,23.1625,97.66666667,1.2875
20190628,중앙동,98562,4,23.64999988,99,1.333333333
20190629,중앙동,88225,0,23.34166688,99,2.004166667
20190630,중앙동,78852,4,22.075,99,0.829166667
20190701,중앙동,95166,1,21.75416675,99,0.8375
20190702,중앙동,98574,0,22.02916683,98.58333333,0.866666667
20190703,중앙동,100425,0,22.71666671,95.08333333,1.054166667
20190704,중앙동,98643,0,24.34583292,82.20833333,0.741666667
20190705,중앙동,101204,0,24.07916675,78.25,2.320833333
20190706,중앙동,90971,0,23.15416654,95.83333333,3.091666667
20190707,중앙동,81992,4,22.01666683,98.875,3.229166667
20190708,중앙동,100784,1,22.14166663,95.83333333,2.7
20190709,중앙동,99667,15,22.09583338,99,3.629166667
20190710,중앙동,103071,0,24.82499983,90.08333333,1.35
20190711,중앙동,103764,0,20.2166665,91.25,0.9625
20190712,중앙동,103298,13,21.20833354,98.875,1.816666667
20190713,중앙동,94485,0,23.27083333,95.45833333,1.045833333
20190714,중앙동,82301,0,23.66249975,98.58333333,1.104166667
20190715,중앙동,104094,0,24.21666642,94.04166667,1.3
20190716,중앙동,109355,4,23.95,98.375,2.145833333
20190717,중앙동,107181,12,24.32500017,99,2.216666667
20190718,중앙동,107304,17,24.63749992,99,1.770833333
20190719,중앙동,101865,23,23.33750029,99,6.758333333
20190720,중앙동,84161,1,24.69999988,98.54166667,3.1875
20190721,중앙동,84065,3,25.03333333,99,1.320833333
20190722,중앙동,103220,0,25.41666696,99,1.4375
20190723,중앙동,104886,0,24.97083321,99,1.516666667
20190724,중앙동,104803,2,24.98333329,99,1.208333333
20190725,중앙동,105685,0,25.53333313,99,1.395833333
20190726,중앙동,105888,0,25.87916671,99,1.366666667
20190727,중앙동,99340,0,26.88750004,99,1.795833333
20190728,중앙동,86766,0,27.48749988,99,1.341666667
20190729,중앙동,100115,0,27.34999975,99,1.95
20190730,중앙동,104195,0,28.06250008,99,1.8
20190731,중앙동,105894,0,28.19999979,98.625,1.054166667
20190801,중앙동,101968,0,28.13333325,94.79166667,0.979166667
20190802,중앙동,101443,0,25.24166667,84.58333333,1.15
20190803,중앙동,90013,0,28.78333338,93.16666667,1.545833333
20190804,중앙동,82641,0,27.8625,89.16666667,1.375
20190805,중앙동,102874,0,29.39166683,80.16666667,2.283333333
20190806,중앙동,103010,0,28.17083329,95.29166667,1.191666667
20190807,중앙동,102901,0,29.1458335,93.95833333,1.6625
20190808,중앙동,99872,0,29.34166654,88.04166667,2.404166667
20190809,중앙동,104486,0,28.69166658,95.95833333,2.6
20190810,중앙동,94145,4,27.4583335,98.91666667,2.816666667
20190811,중앙동,86406,1,27.34166658,99,4.008333333
20190812,중앙동,98912,0,28.07083342,97.75,0.9
20190813,중앙동,99059,0,29.58333329,91.08333333,1.4625
20190814,중앙동,101584,0,29.19999988,89.5,1.55
20190815,중앙동,89156,1,27.42499996,87.54166667,2.158333333
20190816,중앙동,108193,0,26.76666675,88,2.025
20190817,중앙동,91003,0,27.02083338,97.54166667,1.279166667
20190818,중앙동,83156,0,26.92499996,90,0.8625
20190819,중앙동,103176,0,27.69166646,93,1.6375
20190820,중앙동,105710,4,26.89999975,98.95833333,1.458333333
20190821,중앙동,112200,4,27.16666667,99,2.9375
20190822,중앙동,106459,0,27.02916663,91.83333333,1.15
20190823,중앙동,104260,0,26.22916658,87.75,1.054166667
20190824,중앙동,95943,2,24.38333371,86.95833333,0.7875
20190825,중앙동,85543,5,24.42500017,97.66666667,1.729166667
20190826,중앙동,106964,6,25.8833335,99,2.395833333
20190827,중앙동,100422,9,24.99583325,99,1.616666667
20190828,중앙동,102148,9,22.25416679,99,0.829166667
20190829,중앙동,103632,0,24.04166658,88.625,1.020833333
20190830,중앙동,101129,0,23.82500013,76.41666667,1.425
20190831,중앙동,92216,4,23.30416667,89.5,1.333333333
20190901,중앙동,76701,9,24.16666671,99,2.079166667
20190902,중앙동,97556,4,25.40416679,99,1.1125
20190903,중앙동,94943,7,24.62500021,98.66666667,1.316666667
20190904,중앙동,95501,5,25.94166667,98.70833333,1.0875
20190905,중앙동,91958,8,25.91666642,98.75,2.941666667
20190906,중앙동,91543,7,25.70416675,99,6.075
20190907,중앙동,86065,6,23.98333308,99,1.129166667
20190908,중앙동,78321,9,25.72499992,99,2.454166667
20190909,중앙동,96110,0,25.94166654,98.95833333,1.408333333
20190910,중앙동,98777,0,27.14999996,98.25,1.104166667
20190911,중앙동,103511,1,25.32916667,98.91666667,2.504166667
20190912,중앙동,92279,0,23.90416667,91.95833333,3.395833333
20190913,중앙동,80544,0,24.6166665,77.66666667,2.216666667
20190914,중앙동,85793,0,25.06250004,89.95833333,1.191666667
20190915,중앙동,81452,0,25.04166642,93.375,1.779166667
20190916,중앙동,98870,0,23.9541665,82.66666667,2.9625
20190917,중앙동,101538,0,24.37083342,66.16666667,1.854166667
20190918,중앙동,101015,0,23.80000004,64.75,3.3125
20190919,중앙동,99565,0,22.68750017,76.04166667,3.645833333
20190920,중앙동,102109,11,20.64166675,97.16666667,5.033333333
20190921,중앙동,88853,22,21.51666679,96.79166667,6.620833333
20190922,중앙동,67886,1,21.41666683,95,1.241666667
20190923,중앙동,94091,0,20.95416683,81.91666667,1.391666667
20190924,중앙동,99134,0,21.58749992,60.875,1.7
20190925,중앙동,103516,0,23.14166667,91.75,2.345833333
20190926,중앙동,105021,2,24.57499979,98.875,1.575
20190927,중앙동,107583,2,24.80416646,98.875,1.179166667
20190928,중앙동,92813,2,25.18749992,98.75,0.916666667
20190929,중앙동,77945,4,23.87916642,98.79166667,0.804166667
20190930,중앙동,99309,7,24.22083338,99,1.908333333
20191001,중앙동,96912,19,23.59583338,99,5.2375
20191002,중앙동,90580,2,24.11666654,89.79166667,3.904166667
20191003,중앙동,81491,0,23.11250008,89.79166667,1.183333333
20191004,중앙동,99482,0,22.70000025,92,1.079166667
20191005,중앙동,90300,1,21.80416667,90.70833333,2.3375
20191006,중앙동,80309,2,21.55416658,92.66666667,1.845833333
20191007,중앙동,97921,0,21.33333354,75.16666667,1.495833333
20191008,중앙동,101216,0,19.2625,49.83333333,1.5875
20191009,중앙동,86831,0,18.3833335,52.08333333,1.4
20191010,중앙동,96822,0,20.74999967,66.58333333,1.541666667
20191011,중앙동,106492,0,22.07500013,60.33333333,2.775
20191012,중앙동,91612,0,20.24583338,66.58333333,2.920833333
20191013,중앙동,82707,0,19.75833346,76.125,2.020833333
20191014,중앙동,98369,0,19.06250017,77.875,1.95
20191015,중앙동,103008,0,18.62083333,70.20833333,2.570833333
20191016,중앙동,104665,0,18.21249992,68.33333333,2.004166667
20191017,중앙동,101174,9,19.5833335,93.79166667,2.679166667
20191018,중앙동,105035,0,20.17083338,90.45833333,1.5375
20191019,중앙동,90095,0,19.9,73.54166667,1.791666667
20191020,중앙동,84924,0,19.85416671,68.75,2.4
20191021,중앙동,102849,0,20.02500008,73.625,1.995833333
20191022,중앙동,99105,0,20.48750008,89.04166667,3.295833333
20191023,중앙동,102247,2,20.37916642,85.25,2.533333333
20191024,중앙동,104708,0,19.92083321,79.16666667,1.254166667
20191025,중앙동,104809,0,18.74166654,79.20833333,1.2375
20191026,중앙동,96718,0,16.89583333,78.54166667,1.454166667
20191027,중앙동,86128,0,16.72500008,80.95833333,1.2375
20191028,중앙동,98413,0,18.10000017,64.29166667,1.379166667
20191029,중앙동,98974,0,16.21666663,68.45833333,1.395833333
20191030,중앙동,101025,0,16.98749996,75.54166667,1.3
20191031,중앙동,102462,0,17.87083321,70.79166667,1.5
20191101,중앙동,99721,0,19.18333333,70.625,1.595833333
20191102,중앙동,94612,0,18.67083329,83.16666667,1.025
20191103,중앙동,85075,1,17.70833367,83.79166667,1.795833333
20191104,중앙동,101471,0,17.51250008,79,1.795833333
20191105,중앙동,100315,0,16.97500004,72.5,1.520833333
20191106,중앙동,101499,0,16.7375,59.83333333,1.370833333
20191107,중앙동,99342,0,15.56666667,72.16666667,1.516666667
20191108,중앙동,106409,0,15.20416671,76.625,1.379166667
20191109,중앙동,92348,0,15.27916667,70.83333333,1.920833333
20191110,중앙동,83898,1,17.12500008,64.70833333,2.829166667
20191111,중앙동,101519,0,15.375,71.45833333,1.529166667
20191112,중앙동,100776,1,15.69999996,80.25,1.345833333
20191113,중앙동,113515,0,14.13333329,58.75,2.4375
20191114,중앙동,108997,0,11.55416663,53.70833333,1.425
20191115,중앙동,107818,0,15.78333338,76.125,1.041666667
20191116,중앙동,93904,0,19.79583346,85.5,2.15
20191117,중앙동,84414,4,18.22916663,82.95833333,2.804166667
20191118,중앙동,100703,0,11.05416667,60.375,1.9875
20191119,중앙동,98421,0,10.675,60,1.741666667
20191120,중앙동,97970,0,12.02499992,60.33333333,2.458333333
20191121,중앙동,95915,0,17.07499983,81.125,2.391666667
20191122,중앙동,101227,0,17.71666671,86.875,2.558333333
20191123,중앙동,95345,7,19.3333335,98.5,1.316666667
20191124,중앙동,86956,2,15.70416671,91.79166667,1.375
20191125,중앙동,105062,0,13.6625,81.66666667,2.4
20191126,중앙동,104323,9,14.02083333,89.54166667,1.954166667
20191127,중앙동,105956,5,12.92500004,84.25,1.3625
20191128,중앙동,107549,0,11.47083333,73.5,1.616666667
20191129,중앙동,102698,0,12.27083333,64.04166667,1.291666667
20191130,중앙동,95397,14,14.30416667,91.25,1.2125
20191201,중앙동,84273,0,12.25416667,76.91666667,1.395833333
20191202,중앙동,98584,0,8.058333333,62.375,1.720833333
20191203,중앙동,93725,0,10.32916667,56.58333333,1.283333333
20191204,중앙동,99912,0,9.375,60.45833333,1.504166667
20191205,중앙동,97308,0,7.254166667,57.125,1.6375
20191206,중앙동,98145,0,7.3375,66,1.720833333
20191207,중앙동,91455,0,8.491666667,70.45833333,1.4375
20191208,중앙동,83006,0,10.4625,70.04166667,1.316666667
20191209,중앙동,96139,0,13.07083333,73.08333333,1.2125
20191210,중앙동,97205,0,14.15833338,71.45833333,1.608333333
20191211,중앙동,97801,0,9.804166667,60.33333333,1.554166667
20191212,중앙동,101041,0,10.6375,76.79166667,1.016666667
20191213,중앙동,108907,0,12.475,66.04166667,1.633333333
20191214,중앙동,92681,4,12.30000004,67.29166667,1.491666667
20191215,중앙동,82433,0,14.4,76.66666667,1.770833333
20191216,중앙동,103960,6,16.49166675,94.16666667,1.704166667
20191217,중앙동,107441,0,12.96666667,84.58333333,1.2125
20191218,중앙동,106303,1,11.14166667,76.75,1.2375
20191219,중앙동,104522,0,9.158333333,69.95833333,1.108333333
20191220,중앙동,103809,0,8.8875,64.08333333,1.395833333
20191221,중앙동,98297,8,10.075,80.5,2.608333333
20191222,중앙동,92774,0,10.24583333,72.91666667,1.220833333
20191223,중앙동,108778,0,10.61666667,81.95833333,1.020833333
20191224,중앙동,108772,1,11.6375,79.95833333,1.754166667
20191225,중앙동,92440,12,12.8375,94.45833333,2.1375
20191226,중앙동,118168,1,6.845833333,60.45833333,1.958333333
20191227,중앙동,108008,0,7.033333333,68.125,0.958333333
20191228,중앙동,98062,9,10.27916671,85.83333333,1.841666667
20191229,중앙동,88850,3,14.11666675,94.95833333,1.775
